,location,total_sqft,bath,price,bhk
2412,Garudachar Palya,1154.0,2.0,51.8,2.0
2414,Giri Nagar,2400.0,4.0,400.0,4.0
2415,Giri Nagar,1800.0,3.0,252.0,3.0
2416,Giri Nagar,1350.0,3.0,240.0,3.0
2417,Giri Nagar,2400.0,4.0,400.0,4.0
2418,Giri Nagar,3000.0,4.0,375.0,6.0
2419,Giri Nagar,2400.0,6.0,400.0,6.0
2420,Giri Nagar,4000.0,3.0,750.0,4.0
2421,Gollarapalya Hosahalli,861.0,2.0,34.5,2.0
2422,Gollarapalya Hosahalli,1408.0,3.0,62.0,3.0
2423,Gollarapalya Hosahalli,861.0,2.0,34.5,2.0
2424,Gollarapalya Hosahalli,1318.0,3.0,54.0,3.0
2425,Gollarapalya Hosahalli,861.0,2.0,36.5,2.0
2426,Gollarapalya Hosahalli,1320.0,3.0,60.0,3.0
2427,Gollarapalya Hosahalli,1345.0,3.0,60.0,3.0
2428,Gollarapalya Hosahalli,1905.0,3.0,86.0,4.0
2429,Gollarapalya Hosahalli,1318.0,3.0,56.0,3.0
2430,Gollarapalya Hosahalli,1129.0,2.0,50.0,2.0
2431,Gottigere,1100.0,2.0,40.0,2.0
2432,Gottigere,967.0,2.0,45.0,2.0
2433,Gottigere,1618.0,3.0,82.5,3.0
2434,Gottigere,1222.0,2.0,63.0,2.0
2436,Gottigere,1300.0,3.0,65.0,3.0
2437,Gottigere,950.0,2.0,38.0,2.0
2438,Gottigere,1153.0,2.0,48.5,2.0
2439,Gottigere,812.0,1.0,26.0,1.0
2441,Gottigere,1460.0,2.0,65.0,3.0
2442,Gottigere,1500.0,3.0,70.0,3.0
2443,Gottigere,1621.0,3.0,72.0,3.0
2444,Gottigere,812.0,1.0,26.0,1.0
2445,Gottigere,990.0,2.0,40.0,2.0
2446,Gottigere,1235.0,2.0,63.0,2.0
2447,Gottigere,1385.0,3.0,64.0,3.0
2448,Gottigere,1000.0,2.0,35.0,2.0
2449,Gottigere,1010.0,2.0,35.0,2.0
2452,Gottigere,1435.0,2.0,62.0,3.0
2453,Gottigere,945.0,2.0,45.0,2.0
2455,Gottigere,2500.0,3.0,120.0,4.0
2456,Gottigere,1230.0,2.0,52.0,3.0
2457,Gottigere,1120.0,2.0,50.0,2.0
2458,Gottigere,1500.0,3.0,63.0,3.0
2459,Gottigere,1200.0,2.0,40.0,2.0
2460,Gottigere,1280.0,2.0,61.0,2.0
2461,Gottigere,1205.0,2.0,56.58,2.0
2462,Gottigere,1170.0,2.0,40.0,2.0
2463,Gottigere,3000.0,3.0,132.0,4.0
2464,Gottigere,1613.0,3.0,72.0,3.0
2465,Gottigere,1110.0,2.0,36.25,2.0
2466,Gottigere,1245.0,2.0,59.0,2.0
2467,Gottigere,1200.0,2.0,50.0,2.0
2468,Green Glen Layout,1670.0,3.0,120.0,3.0
2469,Green Glen Layout,3250.0,4.0,230.0,4.0
2470,Green Glen Layout,1776.42,3.0,105.0,3.0
2471,Green Glen Layout,3250.0,4.0,230.0,4.0
2472,Green Glen Layout,940.0,2.0,56.8,2.0
2473,Green Glen Layout,1075.0,2.0,60.0,2.0
2474,Green Glen Layout,1715.0,3.0,115.0,3.0
2475,Green Glen Layout,1751.0,2.0,115.0,3.0
2476,Green Glen Layout,1750.0,3.0,130.0,3.0
2477,Green Glen Layout,1530.0,3.0,105.0,3.0
2478,Green Glen Layout,1752.0,3.0,105.0,3.0
2479,Green Glen Layout,1680.0,4.0,95.0,3.0
2480,Green Glen Layout,1728.0,3.0,125.0,3.0
2481,Green Glen Layout,1645.0,3.0,110.0,3.0
2482,Green Glen Layout,1517.0,3.0,100.0,3.0
2483,Green Glen Layout,3150.0,4.0,218.0,4.0
2485,Green Glen Layout,1750.0,3.0,120.0,3.0
2486,Green Glen Layout,1751.0,3.0,115.0,3.0
2487,Green Glen Layout,1750.0,3.0,105.0,3.0
2488,Green Glen Layout,1885.0,3.0,135.0,3.0
2489,Green Glen Layout,1715.0,3.0,120.0,3.0
2490,Green Glen Layout,1623.29,2.0,105.0,3.0
2491,Green Glen Layout,1715.0,3.0,115.0,3.0
2492,Green Glen Layout,1715.0,3.0,105.0,3.0
2493,Green Glen Layout,1600.0,3.0,105.0,3.0
2494,Green Glen Layout,1717.0,3.0,125.0,3.0
2495,Green Glen Layout,1250.0,2.0,75.0,2.0
2496,Green Glen Layout,1715.0,3.0,112.0,3.0
2497,Gubbalala,1470.0,2.0,82.0,3.0
2498,Gubbalala,1745.0,3.0,104.0,3.0
2499,Gubbalala,1745.0,3.0,115.0,3.0
2500,Gubbalala,1745.0,3.0,110.0,3.0
2501,Gubbalala,1650.0,3.0,71.0,3.0
2502,Gubbalala,2570.0,4.0,141.0,5.0
2503,Gubbalala,1205.0,2.0,70.0,2.0
2504,Gubbalala,1435.0,2.0,80.0,3.0
2505,Gubbalala,1475.0,2.0,80.0,2.0
2507,Gubbalala,1100.0,2.0,49.5,2.0
2508,Gubbalala,1060.0,2.0,46.0,2.0
2509,Gubbalala,2000.0,3.0,125.0,3.0
2511,Gunjur,1140.0,2.0,43.0,2.0
2512,Gunjur,1356.0,2.0,66.0,3.0
2513,Gunjur,1600.0,3.0,75.0,3.0
2514,Gunjur,2000.0,3.0,95.0,4.0
2515,Gunjur,1140.0,2.0,49.11,2.0
2516,Gunjur,1195.0,2.0,44.0,2.0
2517,Gunjur,1190.0,2.0,40.0,2.0
2518,Gunjur,1457.0,2.0,60.0,2.0
2519,Gunjur,1080.0,2.0,41.0,2.0
2522,Gunjur,1175.0,2.0,43.48,2.0
2523,Gunjur,1362.0,3.0,62.63,3.0
2524,Gunjur,1071.0,2.0,51.0,2.0
2525,Gunjur,1063.0,2.0,40.0,2.0
2526,Gunjur,1235.0,2.0,52.76,2.0
2527,Gunjur,1362.0,3.0,62.63,3.0
2528,Gunjur,1362.0,3.0,62.63,3.0
2529,Gunjur,1588.0,2.0,90.0,3.0
2530,Gunjur,1235.0,2.0,44.5,2.0
2531,Gunjur,1457.0,2.0,60.0,2.0
2532,HAL 2nd Stage,1490.0,2.0,300.0,3.0
2533,HAL 2nd Stage,600.0,3.0,145.0,2.0
2534,HAL 2nd Stage,2700.0,3.0,500.0,3.0
2535,HAL 2nd Stage,2040.0,4.0,500.0,5.0
2536,HBR Layout,2800.0,2.0,200.0,3.0
2537,HBR Layout,1722.0,3.0,95.0,3.0
2538,HBR Layout,1200.0,4.0,120.0,4.0
2539,HBR Layout,1200.0,2.0,60.0,2.0
2540,HBR Layout,1004.0,2.0,49.0,2.0
2541,HBR Layout,1783.0,3.0,125.0,3.0
2542,HBR Layout,1656.0,3.0,90.0,3.0
2543,HBR Layout,1089.0,2.0,60.0,2.0
2544,HBR Layout,1700.0,3.0,110.0,3.0
2545,HBR Layout,1198.0,2.0,65.0,2.0
2546,HBR Layout,1200.0,4.0,115.0,4.0
2547,HBR Layout,1200.0,2.0,120.0,2.0
2548,HBR Layout,1832.0,3.0,160.0,3.0
2549,HRBR Layout,1374.0,2.0,95.0,2.0
2550,HRBR Layout,1440.0,2.0,98.0,2.0
2552,HRBR Layout,2800.0,3.0,250.0,3.0
2553,HRBR Layout,1210.0,2.0,75.0,2.0
2554,HRBR Layout,1265.0,2.0,78.0,2.0
2555,HRBR Layout,1170.0,2.0,75.0,2.0
2557,HRBR Layout,1900.0,3.0,90.0,4.0
2558,HRBR Layout,1625.0,3.0,120.0,3.0
2559,HRBR Layout,1301.0,2.0,120.0,2.0
2560,HRBR Layout,1145.0,2.0,68.5,2.0
2561,HRBR Layout,1300.0,2.0,90.0,2.0
2563,HSR Layout,1372.0,2.0,68.0,2.0
2565,HSR Layout,1475.0,3.0,75.0,3.0
2566,HSR Layout,1467.0,2.0,55.0,2.0
2567,HSR Layout,1140.0,2.0,46.0,2.0
2568,HSR Layout,1372.0,2.0,61.0,2.0
2569,HSR Layout,1750.0,3.0,95.0,3.0
2571,HSR Layout,1027.0,2.0,44.0,2.0
2572,HSR Layout,1650.0,3.0,110.0,3.0
2573,HSR Layout,1140.0,2.0,46.0,2.0
2574,HSR Layout,1372.0,2.0,61.0,2.0
2575,HSR Layout,1140.0,2.0,46.0,2.0
2576,HSR Layout,1185.0,2.0,60.0,2.0
2577,HSR Layout,1127.0,2.0,68.0,2.0
2578,HSR Layout,1600.0,2.0,115.0,3.0
2579,HSR Layout,1145.0,2.0,48.0,2.0
2580,HSR Layout,1009.0,2.0,56.0,2.0
2581,HSR Layout,1300.0,2.0,98.0,2.0
2583,HSR Layout,1140.0,2.0,46.0,2.0
2584,HSR Layout,1126.0,2.0,69.0,2.0
2586,HSR Layout,1140.0,2.0,46.0,2.0
2587,HSR Layout,1145.0,2.0,46.0,2.0
2588,HSR Layout,1142.0,2.0,65.0,2.0
2589,HSR Layout,1145.0,2.0,46.0,2.0
2590,HSR Layout,1844.0,3.0,95.0,3.0
2591,HSR Layout,1203.0,2.0,72.0,2.0
2592,HSR Layout,1140.0,2.0,46.0,2.0
2593,HSR Layout,4200.0,5.0,245.0,5.0
2594,HSR Layout,1140.0,2.0,46.0,2.0
2595,HSR Layout,1145.0,2.0,46.0,2.0
2596,HSR Layout,1009.0,2.0,56.0,2.0
2597,HSR Layout,1145.0,2.0,46.0,2.0
2598,HSR Layout,1100.0,2.0,44.0,2.0
2599,HSR Layout,1203.0,2.0,60.0,2.0
2600,HSR Layout,1120.0,2.0,70.0,2.0
2601,HSR Layout,1140.0,2.0,46.0,2.0
2602,HSR Layout,1289.0,2.0,70.0,2.0
2603,HSR Layout,1844.0,3.0,89.0,3.0
2604,HSR Layout,1203.0,2.0,60.0,2.0
2605,HSR Layout,1140.0,2.0,46.0,2.0
2606,Haralur Road,1240.0,2.0,70.0,2.0
2607,Haralur Road,1027.0,2.0,44.0,2.0
2610,Haralur Road,1194.0,2.0,47.0,2.0
2611,Haralur Road,1202.0,2.0,53.0,2.0
2612,Haralur Road,1056.0,2.0,61.0,2.0
2614,Haralur Road,1810.0,3.0,100.0,3.0
2615,Haralur Road,1194.0,2.0,46.0,2.0
2617,Haralur Road,1225.0,2.0,67.38,2.0
2618,Haralur Road,1243.0,2.0,46.0,2.0
2619,Haralur Road,1027.0,2.0,44.0,2.0
2620,Haralur Road,1920.0,3.0,115.0,3.0
2621,Haralur Road,1875.0,3.0,110.0,3.0
2622,Haralur Road,1194.0,2.0,47.0,2.0
2623,Haralur Road,1140.0,2.0,43.0,2.0
2624,Haralur Road,1027.0,2.0,44.0,2.0
2625,Haralur Road,1194.0,2.0,46.0,2.0
2626,Haralur Road,2017.0,3.0,125.0,3.0
2627,Haralur Road,1140.0,2.0,43.0,2.0
2628,Haralur Road,1875.0,3.0,110.0,3.0
2629,Haralur Road,1092.0,2.0,44.0,2.0
2630,Haralur Road,2475.0,4.0,130.0,3.0
2631,Haralur Road,1300.0,2.0,73.0,2.0
2632,Haralur Road,1194.0,2.0,47.0,2.0
2633,Haralur Road,1243.0,2.0,46.0,2.0
2634,Haralur Road,1850.0,3.0,110.0,3.0
2635,Haralur Road,1225.0,2.0,67.38,2.0
2636,Haralur Road,1243.0,2.0,46.0,2.0
2637,Haralur Road,3400.0,5.0,240.0,4.0
2638,Haralur Road,1464.0,2.0,56.0,2.0
2639,Haralur Road,1230.0,2.0,78.0,2.0
2640,Haralur Road,1000.0,2.0,44.0,2.0
2642,Haralur Road,1300.0,2.0,79.0,2.0
2643,Haralur Road,1444.0,2.0,80.0,3.0
2644,Haralur Road,1088.0,2.0,68.0,2.0
2645,Haralur Road,1027.0,2.0,44.0,2.0
2647,Haralur Road,1225.0,2.0,70.0,2.0
2649,Haralur Road,1194.0,2.0,46.0,2.0
2650,Haralur Road,1830.0,3.0,101.0,3.0
2651,Haralur Road,1810.0,3.0,126.0,3.0
2652,Haralur Road,1464.0,2.0,56.0,2.0
2653,Haralur Road,1520.0,2.0,96.0,3.0
2654,Haralur Road,1300.0,2.0,75.0,2.0
2655,Haralur Road,2017.0,2.0,125.0,3.0
2656,Haralur Road,1243.0,2.0,46.0,2.0
2657,Haralur Road,1027.0,2.0,44.0,2.0
2658,Haralur Road,2805.0,5.0,160.0,4.0
2659,Haralur Road,1243.0,2.0,46.0,2.0
2660,Haralur Road,1027.0,2.0,44.0,2.0
2661,Haralur Road,2017.0,3.0,105.0,3.0
2662,Haralur Road,1243.0,2.0,46.0,2.0
2663,Haralur Road,1243.0,2.0,46.0,2.0
2664,Haralur Road,1520.0,2.0,90.0,3.0
2665,Haralur Road,1300.0,2.0,60.0,2.0
2666,Haralur Road,1985.0,3.0,130.0,3.0
2667,Haralur Road,1255.0,2.0,90.0,3.0
2668,Haralur Road,1056.0,2.0,60.0,2.0
2669,Haralur Road,1140.0,2.0,42.0,2.0
2670,Haralur Road,1245.0,2.0,62.0,2.0
2671,Haralur Road,1140.0,2.0,58.0,2.0
2672,Haralur Road,1140.0,2.0,42.0,2.0
2673,Haralur Road,1027.0,2.0,43.0,2.0
2674,Haralur Road,1194.0,2.0,47.0,2.0
2675,Haralur Road,1194.0,2.0,47.0,2.0
2676,Haralur Road,1560.0,3.0,90.0,3.0
2677,Haralur Road,1520.0,2.0,85.0,3.0
2678,Haralur Road,1243.0,2.0,45.0,2.0
2679,Haralur Road,1027.0,2.0,44.0,2.0
2680,Haralur Road,1194.0,2.0,46.0,2.0
2681,Haralur Road,1650.0,3.0,100.0,3.0
2682,Haralur Road,1580.0,3.0,73.0,3.0
2683,Haralur Road,1243.0,2.0,46.0,2.0
2684,Haralur Road,1194.0,2.0,47.0,2.0
2686,Haralur Road,1520.0,2.0,96.0,3.0
2687,Haralur Road,1510.0,3.0,83.05,3.0
2688,Haralur Road,1056.0,2.0,65.0,2.0
2689,Haralur Road,1810.0,3.0,100.0,3.0
2690,Haralur Road,1243.0,2.0,46.0,2.0
2691,Haralur Road,575.0,1.0,38.0,1.0
2692,Haralur Road,1194.0,2.0,46.0,2.0
2693,Haralur Road,1243.0,2.0,46.0,2.0
2694,Haralur Road,1194.0,2.0,46.0,2.0
2695,Haralur Road,1140.0,2.0,43.0,2.0
2696,Haralur Road,1850.0,3.0,120.0,3.0
2697,Haralur Road,1194.0,2.0,47.0,2.0
2698,Haralur Road,1194.0,2.0,47.0,2.0
2700,Haralur Road,1243.0,2.0,46.0,2.0
2701,Haralur Road,1710.0,3.0,85.0,3.0
2702,Haralur Road,1730.0,3.0,95.0,3.0
2703,Haralur Road,1243.0,2.0,46.0,2.0
2704,Haralur Road,1243.0,2.0,46.0,2.0
2705,Haralur Road,1243.0,2.0,46.0,2.0
2706,Haralur Road,1817.0,3.0,110.0,3.0
2707,Haralur Road,1225.0,2.0,77.0,2.0
2708,Haralur Road,1285.0,2.0,78.0,2.0
2709,Haralur Road,1225.0,2.0,67.48,2.0
2710,Haralur Road,1225.0,2.0,69.84,2.0
2711,Haralur Road,1200.0,2.0,46.0,2.0
2712,Haralur Road,1315.0,2.0,85.0,2.0
2713,Haralur Road,1976.0,3.0,92.0,3.0
2714,Haralur Road,1300.0,2.0,75.0,2.0
2715,Haralur Road,1309.0,2.0,82.0,2.0
2716,Haralur Road,1027.0,1.0,44.0,2.0
2717,Haralur Road,1243.0,2.0,46.0,2.0
2718,Haralur Road,1243.0,2.0,46.0,2.0
2719,Haralur Road,1140.0,2.0,43.0,2.0
2720,Haralur Road,1300.0,2.0,75.0,2.0
2721,Haralur Road,1243.0,2.0,46.0,2.0
2722,Haralur Road,1890.0,3.0,84.0,3.0
2723,Haralur Road,1230.0,2.0,67.65,2.0
2724,Haralur Road,1194.0,2.0,46.0,2.0
2725,Haralur Road,1092.0,2.0,44.0,2.0
2727,Haralur Road,1255.0,3.0,90.0,3.0
2728,Haralur Road,1735.0,3.0,97.0,3.0
2729,Haralur Road,1810.0,3.0,97.83,3.0
2730,Haralur Road,1200.0,2.0,46.0,2.0
2731,Haralur Road,1243.0,2.0,46.0,2.0
2732,Haralur Road,1810.0,3.0,112.0,3.0
2733,Harlur,1508.0,2.0,77.0,2.0
2734,Harlur,1752.12,3.0,135.0,3.0
2737,Harlur,1709.0,3.0,150.0,3.0
2738,Harlur,1174.0,2.0,69.0,2.0
2739,Harlur,1033.0,2.0,49.0,2.0
2740,Harlur,1197.0,2.0,84.0,2.0
2741,Harlur,1757.0,3.0,132.0,3.0
2742,Harlur,1174.0,2.0,76.0,2.0
2743,Harlur,1754.0,3.0,125.0,3.0
2744,Harlur,1290.0,2.0,85.0,2.0
2745,Harlur,1752.12,3.0,116.0,3.0
2746,Harlur,1754.0,3.0,135.0,3.0
2747,Harlur,1754.0,3.0,124.0,3.0
2748,Harlur,1152.0,2.0,69.0,2.0
2749,Harlur,1290.0,2.0,87.0,2.0
2750,Harlur,1749.0,3.0,115.0,3.0
2751,Harlur,3385.0,4.0,260.0,4.0
2752,Harlur,2240.0,5.0,155.0,3.0
2753,Harlur,1758.0,3.0,133.0,3.0
2755,Harlur,1197.0,2.0,79.0,2.0
2756,Harlur,1174.0,2.0,78.0,2.0
2759,Harlur,1200.0,2.0,52.0,2.0
2760,Harlur,1197.0,2.0,79.0,2.0
2761,Harlur,1749.0,3.0,112.0,3.0
2762,Harlur,1174.0,2.0,75.0,2.0
2763,Harlur,1750.0,3.0,136.0,3.0
2764,Harlur,1620.0,3.0,110.0,3.0
2767,Harlur,1762.0,3.0,133.0,3.0
2768,Harlur,1756.0,3.0,131.0,3.0
2769,Harlur,1755.0,3.0,130.0,3.0
2770,Harlur,1864.0,3.0,140.0,3.0
2771,Harlur,1331.0,2.0,88.0,2.0
2772,Harlur,1752.12,3.0,133.0,3.0
2773,Harlur,1133.0,2.0,55.0,2.0
2774,Harlur,1756.0,3.0,128.0,3.0
2775,Harlur,1749.0,3.0,120.0,3.0
2776,Harlur,1197.0,2.0,82.0,2.0
2777,Harlur,1303.0,2.0,90.0,2.0
2778,Harlur,1754.0,3.0,132.0,3.0
2779,Harlur,1174.0,2.0,75.0,2.0
2780,Harlur,1756.0,3.0,134.0,3.0
2781,Harlur,1197.0,2.0,78.0,2.0
2782,Harlur,1290.0,2.0,89.9,2.0
2783,Harlur,1386.0,2.0,85.0,2.0
2784,Harlur,1174.0,2.0,74.0,2.0
2785,Harlur,1174.0,2.0,78.0,2.0
2787,Harlur,1755.0,3.0,115.0,3.0
2789,Harlur,2569.0,4.0,175.0,4.0
2791,Harlur,1197.0,2.0,77.0,2.0
2792,Harlur,1752.12,3.0,125.0,3.0
2793,Harlur,2569.0,5.0,180.0,4.0
2794,Harlur,1225.0,2.0,56.0,2.0
2795,Harlur,1197.0,2.0,76.0,2.0
2797,Harlur,1197.0,2.0,75.0,2.0
2798,Harlur,1755.0,3.0,117.0,3.0
2799,Harlur,1197.0,2.0,79.9,2.0
2800,Harlur,936.0,2.0,45.0,2.0
2801,Harlur,2990.0,4.0,225.0,4.0
2802,Harlur,1370.0,2.0,88.0,2.0
2803,Harlur,1335.0,2.0,72.76,2.0
2804,Hebbal,1760.0,2.0,123.0,3.0
2805,Hebbal,5611.5,4.0,477.0,4.0
2807,Hebbal,1349.0,2.0,98.2,2.0
2808,Hebbal,2483.0,5.0,212.0,4.0
2809,Hebbal,1760.0,2.0,130.0,3.0
2810,Hebbal,3450.0,5.0,260.0,3.0
2811,Hebbal,1920.0,3.0,134.0,3.0
2812,Hebbal,1337.0,2.0,82.0,2.0
2813,Hebbal,1349.0,2.0,98.0,2.0
2816,Hebbal,1790.0,3.0,127.0,3.0
2817,Hebbal,687.325,2.0,42.72,2.0
2819,Hebbal,1985.0,4.0,189.0,3.0
2820,Hebbal,2483.0,5.0,215.0,4.0
2821,Hebbal,1080.0,2.0,54.0,2.0
2822,Hebbal,812.0,2.0,55.0,2.0
2824,Hebbal,3067.0,4.0,230.0,4.0
2825,Hebbal,2526.0,2.0,250.0,3.0
2826,Hebbal,3067.0,4.0,230.0,4.0
2828,Hebbal,823.0,2.0,50.63,2.0
2829,Hebbal,1420.0,2.0,123.0,2.0
2831,Hebbal,1420.0,2.0,99.39,2.0
2832,Hebbal,4235.0,4.0,365.0,4.0
2833,Hebbal,1700.0,3.0,124.0,3.0
2834,Hebbal,3960.0,5.0,386.0,4.0
2835,Hebbal,1420.0,2.0,99.39,2.0
2837,Hebbal,1440.0,2.0,115.0,2.0
2838,Hebbal,1100.0,2.0,54.0,2.0
2840,Hebbal,2400.0,4.0,180.0,3.0
2842,Hebbal,1420.0,2.0,107.0,2.0
2843,Hebbal,1320.0,2.0,92.0,2.0
2844,Hebbal,919.0,2.0,49.0,2.0
2845,Hebbal,1645.0,3.0,135.0,3.0
2846,Hebbal,2080.0,3.0,175.0,3.0
2848,Hebbal,2483.0,5.0,230.0,4.0
2849,Hebbal,2600.0,3.0,195.0,3.0
2850,Hebbal,1645.0,3.0,117.0,3.0
2851,Hebbal,1251.0,2.0,88.73,2.0
2852,Hebbal,1645.0,3.0,121.0,3.0
2853,Hebbal,1760.0,3.0,123.0,3.0
2855,Hebbal,3960.0,5.0,386.0,4.0
2856,Hebbal,1645.0,3.0,120.0,3.0
2857,Hebbal,1255.0,2.0,90.0,3.0
2858,Hebbal,1645.0,3.0,117.0,3.0
2861,Hebbal,1636.0,3.0,119.0,3.0
2862,Hebbal,2661.0,2.0,226.5,3.0
2863,Hebbal,1255.0,2.0,95.0,3.0
2866,Hebbal,1255.0,2.0,95.0,3.0
2867,Hebbal,1088.0,2.0,61.45,2.0
2868,Hebbal,1349.0,2.0,97.8,2.0
2870,Hebbal,1344.0,2.0,108.0,2.0
2871,Hebbal,1255.0,2.0,90.0,3.0
2873,Hebbal,1138.0,2.0,110.0,2.0
2874,Hebbal,2790.0,5.0,204.0,4.0
2875,Hebbal,1088.0,2.0,62.0,2.0
2876,Hebbal,1987.0,4.0,165.0,3.0
2878,Hebbal,1299.0,2.0,100.0,2.0
2879,Hebbal,1200.0,2.0,60.0,2.0
2880,Hebbal,1645.0,3.0,117.0,3.0
2881,Hebbal,1390.0,2.0,95.0,2.0
2882,Hebbal,1333.0,2.0,100.0,2.0
2884,Hebbal,2650.0,4.0,199.0,3.0
2885,Hebbal,1800.0,3.0,140.0,3.0
2887,Hebbal,2470.0,4.0,203.0,4.0
2888,Hebbal,1255.0,2.0,95.0,3.0
2889,Hebbal,1333.0,2.0,104.0,2.0
2890,Hebbal,1645.0,3.0,117.0,3.0
2891,Hebbal,2600.0,3.0,199.0,3.0
2892,Hebbal,1345.0,2.0,97.0,2.0
2894,Hebbal,985.0,2.0,62.0,2.0
2895,Hebbal,1320.0,2.0,91.0,2.0
2896,Hebbal,2388.0,3.0,195.0,3.0
2897,Hebbal,1040.0,2.0,55.0,2.0
2899,Hebbal,2600.0,3.0,195.0,3.0
2900,Hebbal,2630.0,5.0,188.0,4.0
2902,Hebbal,1645.0,3.0,113.0,3.0
2904,Hebbal,1420.0,2.0,99.39,2.0
2906,Hebbal,3520.0,5.0,320.0,3.0
2907,Hebbal,1162.0,2.0,69.0,2.0
2908,Hebbal,1100.0,2.0,60.0,2.0
2909,Hebbal,4235.0,5.0,364.0,4.0
2910,Hebbal,1299.0,2.0,97.0,2.0
2912,Hebbal,2470.0,5.0,192.0,4.0
2913,Hebbal,1645.0,3.0,117.0,3.0
2914,Hebbal,1920.0,3.0,134.0,3.0
2915,Hebbal,3520.0,5.0,240.0,3.0
2916,Hebbal,1920.0,3.0,150.0,3.0
2917,Hebbal,2375.0,4.0,189.0,4.0
2918,Hebbal,1420.0,2.0,99.26,2.0
2919,Hebbal,1252.0,2.0,92.0,2.0
2921,Hebbal,1162.0,2.0,59.0,2.0
2922,Hebbal,1294.0,2.0,115.0,2.0
2923,Hebbal,4225.0,6.0,359.0,4.0
2924,Hebbal,1150.0,2.0,57.0,2.0
2925,Hebbal,1740.0,2.0,137.0,3.0
2927,Hebbal,1662.0,3.0,155.0,3.0
2928,Hebbal,2250.0,3.0,219.0,3.0
2929,Hebbal,1349.0,2.0,98.0,2.0
2930,Hebbal,4000.0,6.0,370.0,4.0
2931,Hebbal,1349.0,2.0,96.8,2.0
2932,Hebbal Kempapura,1700.0,3.0,155.0,3.0
2933,Hebbal Kempapura,1800.0,3.0,175.0,3.0
2934,Hebbal Kempapura,2900.0,4.0,300.0,3.0
2935,Hebbal Kempapura,3522.0,3.0,380.0,3.0
2936,Hebbal Kempapura,2280.0,5.0,200.0,5.0
2937,Hebbal Kempapura,1200.0,2.0,125.0,2.0
2938,Hebbal Kempapura,2900.0,4.0,240.0,3.0
2940,Hebbal Kempapura,1300.0,2.0,102.0,2.0
2941,Hebbal Kempapura,1466.0,2.0,140.0,3.0
2943,Hebbal Kempapura,1725.0,2.0,165.0,3.0
2944,Hebbal Kempapura,1200.0,3.0,125.0,3.0
2945,Hebbal Kempapura,3408.0,3.0,260.0,3.0
2946,Hebbal Kempapura,1485.0,3.0,132.0,2.0
2947,Hebbal Kempapura,1400.0,2.0,108.0,2.0
2948,Hebbal Kempapura,1800.0,3.0,150.0,3.0
2949,Hebbal Kempapura,2400.0,5.0,200.0,5.0
2950,Hebbal Kempapura,2800.0,5.0,220.0,5.0
2951,Hebbal Kempapura,1785.0,3.0,165.0,3.0
2952,Hebbal Kempapura,3729.0,4.0,384.0,4.0
2953,Hebbal Kempapura,1600.0,3.0,170.0,3.0
2954,Hebbal Kempapura,1730.0,3.0,175.0,3.0
2956,Hegde Nagar,1569.0,3.0,101.0,3.0
2957,Hegde Nagar,3000.0,7.0,210.0,6.0
2958,Hegde Nagar,2026.0,3.0,132.0,3.0
2959,Hegde Nagar,1801.0,3.0,115.0,3.0
2960,Hegde Nagar,1050.0,1.0,56.0,2.0
2961,Hegde Nagar,1341.0,2.0,97.0,2.0
2962,Hegde Nagar,2112.95,4.0,145.0,3.0
2963,Hegde Nagar,1200.0,4.0,83.0,4.0
2964,Hegde Nagar,1703.0,3.0,113.0,3.0
2965,Hegde Nagar,1570.0,3.0,105.0,3.0
2966,Hegde Nagar,1801.0,3.0,140.0,3.0
2967,Hegde Nagar,1584.01,3.0,103.0,3.0
2968,Hegde Nagar,1965.0,4.0,125.0,3.0
2969,Hegde Nagar,1200.0,2.0,75.0,2.0
2970,Hegde Nagar,1847.0,3.0,135.0,3.0
2971,Hegde Nagar,1965.0,4.0,132.0,3.0
2972,Hegde Nagar,1703.0,3.0,125.0,3.0
2973,Hegde Nagar,1847.0,3.0,125.0,3.0
2974,Hegde Nagar,2144.6,4.0,145.0,3.0
2975,Hegde Nagar,1718.0,3.0,119.0,3.0
2976,Hegde Nagar,1847.0,3.0,123.0,3.0
2977,Hegde Nagar,1340.0,2.0,72.0,2.0
2978,Hegde Nagar,2087.01,3.0,115.0,3.0
2979,Hegde Nagar,1703.0,3.0,130.0,3.0
2980,Hegde Nagar,2087.01,4.0,135.0,3.0
2981,Hegde Nagar,1718.0,3.0,130.0,3.0
2982,Hegde Nagar,1884.0,4.0,118.0,3.0
2983,Hegde Nagar,1930.0,4.0,122.0,3.0
2984,Hegde Nagar,1584.01,3.0,104.0,3.0
2985,Hegde Nagar,1168.0,2.0,68.0,3.0
2986,Hegde Nagar,2162.03,4.0,129.0,3.0
2987,Hegde Nagar,2087.01,4.0,160.0,3.0
2988,Hegde Nagar,1000.0,2.0,66.0,2.0
2989,Hegde Nagar,1348.0,2.0,80.5,3.0
2990,Hennur,1075.0,2.0,52.0,2.0
2991,Hennur,1255.0,2.0,52.32,2.0
2992,Hennur,1225.0,2.0,57.0,2.0
2993,Hennur,1255.0,2.0,57.5,2.0
2994,Hennur,1259.0,2.0,57.0,2.0
2995,Hennur,1255.0,2.0,53.5,2.0
2996,Hennur,1285.0,2.0,60.0,2.0
2997,Hennur,1285.0,2.0,60.0,2.0
2998,Hennur,1100.0,2.0,60.0,2.0
2999,Hennur,1231.0,2.0,48.0,2.0
